Day,State ID,Lat,Long_,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate,Resident Population 2020 Census,Population Density 2020 Census,Density Rank 2020 Census,SexRatio
-1.6752467319482305,-1.670725587489768,-1.178670107472721,0.3045863244546535,-0.200701255368882,0.14402827815898064,-0.4835678040382788,-0.4769015544540197,-1.302216536799141,-0.12862583918094767,-0.21709125433393628,0.11878823754077546,-1.16867884794049
-1.6752467319482305,-1.6017987919520735,3.608918852322389,-3.033032378545596,-0.4491155090405819,-0.2903146511384821,-0.5695777837861155,-1.8005185019068382,2.071904635847535,-0.7544469853609732,-0.27685265799471726,1.614954372280543,3.492525805694991
-1.6752467319482305,-1.532871996414379,-0.9460512080442114,-0.9452684955285658,0.38919404349047393,0.08854266617619948,-0.00749407629730106,0.07441554179970382,-1.2694124771852777,0.18162722173336948,-0.23924997703961912,0.5090924466033235,0.38505603660467036
-1.6752467319482305,-1.4639452008766847,-0.7417269140505797,0.025825118319678417,-0.48251955965600557,0.2022516420442995,-0.4566223915889757,-0.031310807745095065,-0.559355568884425,-0.42218387217541814,-0.2423021427015589,0.5741431481137482,-0.5471848941224259
-1.6752467319482305,-1.3950184053389902,-0.5527940944169828,-1.3656624881980108,4.276988670645198,-0.502599124700094,4.0235466371911315,-0.7929486859806848,-0.17760753741055782,4.905193732262823,-0.1227793353799969,-0.9220229866260194,0.38505603660467036
-1.6752467319482305,-1.3260916098012958,-0.0677154656568794,-0.6334226123548684,0.11197238411100024,-0.5700475142449778,-0.11394419461483392,-0.27956511445473936,-0.34423219023652313,-0.019321594771066215,-0.2436450955928124,0.7692952526450223,1.0065499904227344
-1.6752467319482305,-1.2571648142636012,0.35052395538984543,1.0254328015824743,-0.17673681610721048,-0.8118527716823052,-0.12701998827505062,2.401070470488243,0.763460146369264,-0.3354883896290709,0.17694333262249007,-1.3773778971989923,-0.8579318710314578
-1.6752467319482305,-1.1882380187259067,-0.025084047916616673,0.8852216421685657,-0.45182097453317116,-0.502246875939542,-0.6123640711168692,-0.07934284587656214,0.24580380169572016,-0.7170284380112152,0.0324538101862606,-1.247276494178143,-1.16867884794049
-1.6752467319482305,-1.1193112231882123,-0.09447751529359744,0.8077862753185032,-0.5156956101697212,-1.3115071242005947,-0.6238021354286645,1.6027832001043394,0.9150330391384606,-0.7608418747114781,6.608039512269334,-1.7026314047511157,-0.5471848941224259
-1.6752467319482305,-1.0503844276505179,-1.9287820147471841,0.5703388781208378,2.182091164708499,-0.3884715244628823,1.5280780765429782,-0.024464313519814,-0.4283876788784268,2.2799089052522543,-0.03261836172629564,-1.1171750911572935,-0.5471848941224259
-1.6752467319482305,-0.9814576321128234,-1.0596251280542204,0.4706568302371916,0.8410006736073085,-0.32566074160076164,0.023736246233880064,-0.04881019446845749,-0.9929410364254908,0.7009083970486516,-0.1643498316956168,-0.5317187775634714,-0.8579318710314578
-1.6752467319482305,-0.9125308365751289,-3.0282672067187177,-3.2925888799587257,-0.5111783581546304,-2.446237934843742,-0.6364754362829131,-0.5009265465916506,-0.823885950052764,-0.6491616064360428,-0.13932207326771054,-0.7919215836051701,1.0065499904227344
